sentence,intent
thanks a lot,smalltalk_appraisal_thank_you
terrific thank you,smalltalk_appraisal_thank_you
great thank you,smalltalk_appraisal_thank_you
thanks so much,smalltalk_appraisal_thank_you
thank you so much,smalltalk_appraisal_thank_you
thanks for your help,smalltalk_appraisal_thank_you
thank you for your help,smalltalk_appraisal_thank_you
nice thank you,smalltalk_appraisal_thank_you
I appreciate it,smalltalk_appraisal_thank_you
I thank you,smalltalk_appraisal_thank_you
thank you that will be all,smalltalk_appraisal_thank_you
thanks buddy,smalltalk_appraisal_thank_you
thanks love,smalltalk_appraisal_thank_you
thank you my friend,smalltalk_appraisal_thank_you
well thanks,smalltalk_appraisal_thank_you
very good thank you,smalltalk_appraisal_thank_you
good thanks,smalltalk_appraisal_thank_you
thanks again,smalltalk_appraisal_thank_you
thank you again,smalltalk_appraisal_thank_you
all thank you,smalltalk_appraisal_thank_you
alright thank you,smalltalk_appraisal_thank_you
alright thanks,smalltalk_appraisal_thank_you
no thank you that's all,smalltalk_appraisal_thank_you
perfect thank you,smalltalk_appraisal_thank_you
so nice of you,smalltalk_appraisal_thank_you
well thank you,smalltalk_appraisal_thank_you
thnx,smalltalk_appraisal_thank_you
thanx,smalltalk_appraisal_thank_you
that's my pleasure,smalltalk_appraisal_welcome
my pleasure,smalltalk_appraisal_welcome
anytime,smalltalk_appraisal_welcome
welcome,smalltalk_appraisal_welcome
you're welcome,smalltalk_appraisal_welcome
sure welcome,smalltalk_appraisal_welcome
welcome here,smalltalk_appraisal_welcome
you're so welcome,smalltalk_appraisal_welcome
anything you want,smalltalk_appraisal_welcome
good job,smalltalk_appraisal_well_done
great job,smalltalk_appraisal_well_done
way to go,smalltalk_appraisal_well_done
well done,smalltalk_appraisal_well_done
nice work,smalltalk_appraisal_well_done
great work,smalltalk_appraisal_well_done
amazing work,smalltalk_appraisal_well_done
bravo,smalltalk_appraisal_well_done
good work,smalltalk_appraisal_well_done
cancel,smalltalk_confirmation_cancel
abort,smalltalk_confirmation_cancel
annul,smalltalk_confirmation_cancel
cancel it,smalltalk_confirmation_cancel
cancel request,smalltalk_confirmation_cancel
cancelled,smalltalk_confirmation_cancel
dismiss,smalltalk_confirmation_cancel
dismissed,smalltalk_confirmation_cancel
disregard,smalltalk_confirmation_cancel
disregard that,smalltalk_confirmation_cancel
skip,smalltalk_confirmation_cancel
skip it,smalltalk_confirmation_cancel
cancel everything,smalltalk_confirmation_cancel
cancel all,smalltalk_confirmation_cancel
forget about it,smalltalk_confirmation_cancel
forget,smalltalk_confirmation_cancel
don't do that,smalltalk_confirmation_cancel
stop,smalltalk_confirmation_cancel
just forget it,smalltalk_confirmation_cancel
forget that,smalltalk_confirmation_cancel
discard,smalltalk_confirmation_cancel
forget this,smalltalk_confirmation_cancel
just forget about it,smalltalk_confirmation_cancel
forget about that,smalltalk_confirmation_cancel
i said cancel,smalltalk_confirmation_cancel
just cancel it,smalltalk_confirmation_cancel
nothing cancel,smalltalk_confirmation_cancel
just stop it,smalltalk_confirmation_cancel
no cancel cancel,smalltalk_confirmation_cancel
no just cancel,smalltalk_confirmation_cancel
cancel my request,smalltalk_confirmation_cancel
can you cancel that,smalltalk_confirmation_cancel
cancel all that,smalltalk_confirmation_cancel
cancel this request,smalltalk_confirmation_cancel
no cancel this,smalltalk_confirmation_cancel
no cancel everything,smalltalk_confirmation_cancel
no stop,smalltalk_confirmation_cancel
just forget,smalltalk_confirmation_cancel
i want to cancel,smalltalk_confirmation_cancel
nevermind forget about it,smalltalk_confirmation_cancel
no just cancel it,smalltalk_confirmation_cancel
nothing just forget it,smalltalk_confirmation_cancel
i said cancel it,smalltalk_confirmation_cancel
cancel the whole thing,smalltalk_confirmation_cancel
can you cancel it,smalltalk_confirmation_cancel
so cancel,smalltalk_confirmation_cancel
i said forget it,smalltalk_confirmation_cancel
cancel all this,smalltalk_confirmation_cancel
forget it nevermind,smalltalk_confirmation_cancel
stop it,smalltalk_confirmation_cancel
i want to cancel it,smalltalk_confirmation_cancel
i would like to cancel,smalltalk_confirmation_cancel
now cancel,smalltalk_confirmation_cancel
cancel now,smalltalk_confirmation_cancel
sorry cancel,smalltalk_confirmation_cancel
cancel that one,smalltalk_confirmation_cancel
skip skip skip,smalltalk_confirmation_cancel
cancel it cancel it,smalltalk_confirmation_cancel
cancel that cancel that,smalltalk_confirmation_cancel
do nothing,smalltalk_confirmation_cancel
I said cancel cancel,smalltalk_confirmation_cancel
but can you cancel it,smalltalk_confirmation_cancel
how about no,smalltalk_confirmation_no
don t have a sense,smalltalk_confirmation_no
no,smalltalk_confirmation_no
don't,smalltalk_confirmation_no
I don't want that,smalltalk_confirmation_no
I disagree,smalltalk_confirmation_no
disagree,smalltalk_confirmation_no
I don't want,smalltalk_confirmation_no
not interested,smalltalk_confirmation_no
I don't think so,smalltalk_confirmation_no
no way,smalltalk_confirmation_no
no it isn't,smalltalk_confirmation_no
no I don't,smalltalk_confirmation_no
I'm not,smalltalk_confirmation_no
na,smalltalk_confirmation_no
no that's fine thank you,smalltalk_confirmation_no
never,smalltalk_confirmation_no
I said no,smalltalk_confirmation_no
of course not,smalltalk_confirmation_no
nah,smalltalk_confirmation_no
no tanks,smalltalk_confirmation_no
no never,smalltalk_confirmation_no
no need,smalltalk_confirmation_no
no thanks,smalltalk_confirmation_no
no sorry,smalltalk_confirmation_no
do not,smalltalk_confirmation_no
not today,smalltalk_confirmation_no
no it's not,smalltalk_confirmation_no
absolutely not,smalltalk_confirmation_no
not that,smalltalk_confirmation_no
nooo,smalltalk_confirmation_no
nope,smalltalk_confirmation_no
I don't want to,smalltalk_confirmation_no
no I would not,smalltalk_confirmation_no
let 's not,smalltalk_confirmation_no
not needed,smalltalk_confirmation_no
not this time,smalltalk_confirmation_no
no don't do that,smalltalk_confirmation_no
thanks but no thanks,smalltalk_confirmation_no
no that's wrong,smalltalk_confirmation_no
not this,smalltalk_confirmation_no
definitely not,smalltalk_confirmation_no
not at this time,smalltalk_confirmation_no
not exactly,smalltalk_confirmation_no
no don't,smalltalk_confirmation_no
not really no,smalltalk_confirmation_no
no thank you not right now,smalltalk_confirmation_no
actually no,smalltalk_confirmation_no
no leave it,smalltalk_confirmation_no
sorry no,smalltalk_confirmation_no
no incorrect,smalltalk_confirmation_no
nope sorry,smalltalk_confirmation_no
I say no,smalltalk_confirmation_no
not really,smalltalk_confirmation_no
not right now thanks,smalltalk_confirmation_no
I think no,smalltalk_confirmation_no
absolutely no,smalltalk_confirmation_no
no actually,smalltalk_confirmation_no
apparently not,smalltalk_confirmation_no
no do not,smalltalk_confirmation_no
no just no,smalltalk_confirmation_no
no but thank you,smalltalk_confirmation_no
no need thanks,smalltalk_confirmation_no
no thank you though,smalltalk_confirmation_no
no thank you very much,smalltalk_confirmation_no
no thanks not right now,smalltalk_confirmation_no
no forget,smalltalk_confirmation_no
wait a second,smalltalk_dialog_hold_on
could you wait,smalltalk_dialog_hold_on
wait please,smalltalk_dialog_hold_on
hold on,smalltalk_dialog_hold_on
wait,smalltalk_dialog_hold_on
oh wait,smalltalk_dialog_hold_on
wait hold on,smalltalk_dialog_hold_on
don't rush,smalltalk_dialog_hold_on
wanna hug,smalltalk_dialog_hug
hug you,smalltalk_dialog_hug
do you want a hug,smalltalk_dialog_hug
may I hug you,smalltalk_dialog_hug
could you give me a hug,smalltalk_dialog_hug
I want a hug,smalltalk_dialog_hug
hug,smalltalk_dialog_hug
hug me,smalltalk_dialog_hug
hugged,smalltalk_dialog_hug
you hugged,smalltalk_dialog_hug
hugging,smalltalk_dialog_hug
hugging me,smalltalk_dialog_hug
hugged me,smalltalk_dialog_hug
want a hug,smalltalk_dialog_hug
a hug,smalltalk_dialog_hug
I don't care,smalltalk_dialog_i_do_not_care
I shouldn't care about this,smalltalk_dialog_i_do_not_care
whatever,smalltalk_dialog_i_do_not_care
I do not care,smalltalk_dialog_i_do_not_care
I don't care at all,smalltalk_dialog_i_do_not_care
not caring,smalltalk_dialog_i_do_not_care
not care at all,smalltalk_dialog_i_do_not_care
don't care at all,smalltalk_dialog_i_do_not_care
not caring at all,smalltalk_dialog_i_do_not_care
excuse me,smalltalk_dialog_sorry
apologise,smalltalk_dialog_sorry
I apologize,smalltalk_dialog_sorry
sorry,smalltalk_dialog_sorry
I'm sorry,smalltalk_dialog_sorry
I am so sorry,smalltalk_dialog_sorry
my apologies,smalltalk_dialog_sorry
apologies,smalltalk_dialog_sorry
apologies to me,smalltalk_dialog_sorry
apology,smalltalk_dialog_sorry
excuse,smalltalk_dialog_sorry
I beg your pardon,smalltalk_dialog_sorry
pardon,smalltalk_dialog_sorry
I said sorry,smalltalk_dialog_sorry
I am really sorry,smalltalk_dialog_sorry
forgive me,smalltalk_dialog_sorry
sorry about that,smalltalk_dialog_sorry
sorry about this,smalltalk_dialog_sorry
really sorry,smalltalk_dialog_sorry
very sorry,smalltalk_dialog_sorry
ok sorry,smalltalk_dialog_sorry
I want to say sorry,smalltalk_dialog_sorry
alright I'm sorry,smalltalk_dialog_sorry
okay I'm sorry,smalltalk_dialog_sorry
what exactly do you mean,smalltalk_dialog_what_do_you_mean
what do you mean,smalltalk_dialog_what_do_you_mean
is that what you mean,smalltalk_dialog_what_do_you_mean
what do you mean exactly,smalltalk_dialog_what_do_you_mean
but what do you mean,smalltalk_dialog_what_do_you_mean
that was wrong,smalltalk_dialog_wrong
that's not what I asked,smalltalk_dialog_wrong
that's wrong,smalltalk_dialog_wrong
wrong,smalltalk_dialog_wrong
it is not right,smalltalk_dialog_wrong
that's not right,smalltalk_dialog_wrong
it's wrong,smalltalk_dialog_wrong
that is incorrect,smalltalk_dialog_wrong
incorrect,smalltalk_dialog_wrong
not correct,smalltalk_dialog_wrong
you are wrong,smalltalk_dialog_wrong
not right,smalltalk_dialog_wrong
huh,smalltalk_emotions_ha_ha
lol,smalltalk_emotions_ha_ha
xd,smalltalk_emotions_ha_ha
ha ha,smalltalk_emotions_ha_ha
ahahah,smalltalk_emotions_ha_ha
ahah lol,smalltalk_emotions_ha_ha
laughing out loud,smalltalk_emotions_ha_ha
LMAO,smalltalk_emotions_ha_ha
that's funny,smalltalk_emotions_ha_ha
ah,smalltalk_emotions_ha_ha
ah ah ah,smalltalk_emotions_ha_ha
ahah,smalltalk_emotions_ha_ha
ahaha,smalltalk_emotions_ha_ha
ahahaha,smalltalk_emotions_ha_ha
ha,smalltalk_emotions_ha_ha
ha ha ha,smalltalk_emotions_ha_ha
ha ha ha ha,smalltalk_emotions_ha_ha
hah,smalltalk_emotions_ha_ha
haha,smalltalk_emotions_ha_ha
haha funny,smalltalk_emotions_ha_ha
haha haha haha,smalltalk_emotions_ha_ha
haha that's funny,smalltalk_emotions_ha_ha
haha very funny,smalltalk_emotions_ha_ha
hahaha,smalltalk_emotions_ha_ha
hahaha funny,smalltalk_emotions_ha_ha
hahaha very funny,smalltalk_emotions_ha_ha
he,smalltalk_emotions_ha_ha
hehe,smalltalk_emotions_ha_ha
hehehe,smalltalk_emotions_ha_ha
lmao,smalltalk_emotions_ha_ha
wow,smalltalk_emotions_wow
wow wow,smalltalk_emotions_wow
wow wow wow,smalltalk_emotions_wow
wooow,smalltalk_emotions_wow
woah,smalltalk_emotions_wow
okay see you later,smalltalk_greetings_bye
hope to see you later,smalltalk_greetings_bye
bye for now,smalltalk_greetings_bye
till next time,smalltalk_greetings_bye
I must go,smalltalk_greetings_bye
bye,smalltalk_greetings_bye
goodbye,smalltalk_greetings_bye
see you,smalltalk_greetings_bye
see you soon,smalltalk_greetings_bye
bye,smalltalk_greetings_bye
bye,smalltalk_greetings_bye
good bye,smalltalk_greetings_bye
bye bye see you,smalltalk_greetings_bye
bye bye see you soon,smalltalk_greetings_bye
bye bye take care,smalltalk_greetings_bye
I said bye,smalltalk_greetings_bye
never mind bye,smalltalk_greetings_bye
now bye,smalltalk_greetings_bye
that's all goodbye,smalltalk_greetings_bye
that's it goodbye,smalltalk_greetings_bye
leave me alone,smalltalk_greetings_bye
go to bed,smalltalk_greetings_bye
goodbye for now,smalltalk_greetings_bye
talk to you later,smalltalk_greetings_bye
you can go now,smalltalk_greetings_bye
get lost,smalltalk_greetings_bye
goodbye see you later,smalltalk_greetings_bye
alright bye,smalltalk_greetings_bye
see ya,smalltalk_greetings_bye
thanks bye bye,smalltalk_greetings_bye
okay bye,smalltalk_greetings_bye
okay thank you bye,smalltalk_greetings_bye
see you tomorrow,smalltalk_greetings_bye
ok bye,smalltalk_greetings_bye
good evening,smalltalk_greetings_goodevening
good evening to you,smalltalk_greetings_goodevening
hey good evening,smalltalk_greetings_goodevening
hello good evening,smalltalk_greetings_goodevening
evening,smalltalk_greetings_goodevening
good evening there,smalltalk_greetings_goodevening
good morning,smalltalk_greetings_goodmorning
good morning to you,smalltalk_greetings_goodmorning
hello good morning,smalltalk_greetings_goodmorning
have a nice morning,smalltalk_greetings_goodmorning
have a great morning,smalltalk_greetings_goodmorning
morning,smalltalk_greetings_goodmorning
good morning there,smalltalk_greetings_goodmorning
top of the morning to you,smalltalk_greetings_goodmorning
a good morning,smalltalk_greetings_goodmorning
hi good morning,smalltalk_greetings_goodmorning
and a good morning to you,smalltalk_greetings_goodmorning
good morning too,smalltalk_greetings_goodmorning
hello,smalltalk_greetings_goodmorning
hello there,smalltalk_greetings_goodmorning
hello Odile,smalltalk_greetings_goodmorning
hey,smalltalk_greetings_goodmorning
hi,smalltalk_greetings_goodmorning
hey Odile,smalltalk_greetings_goodmorning
hi Odile,smalltalk_greetings_goodmorning
good morning Odile,smalltalk_greetings_goodmorning
sweet dreams,smalltalk_greetings_goodnight
good night,smalltalk_greetings_goodnight
have a good night,smalltalk_greetings_goodnight
good night to you,smalltalk_greetings_goodnight
thank you good night,smalltalk_greetings_goodnight
bye good night,smalltalk_greetings_goodnight
good night bye,smalltalk_greetings_goodnight
bye good night,smalltalk_greetings_goodnight
good good night,smalltalk_greetings_goodnight
good night for now,smalltalk_greetings_goodnight
goodnight,smalltalk_greetings_goodnight
night,smalltalk_greetings_goodnight
thanks goodnight,smalltalk_greetings_goodnight
good night see you tomorrow,smalltalk_greetings_goodnight
alright goodnight,smalltalk_greetings_goodnight
good tonight,smalltalk_greetings_goodnight
okay have a good night,smalltalk_greetings_goodnight
have a good night,smalltalk_greetings_goodnight
long time no see,smalltalk_greetings_hello
hello,smalltalk_greetings_hello
hi,smalltalk_greetings_hello
howdy,smalltalk_greetings_hello
hey there,smalltalk_greetings_hello
hey,smalltalk_greetings_hello
greetings,smalltalk_greetings_hello
I greet you,smalltalk_greetings_hello
hi there,smalltalk_greetings_hello
hello there,smalltalk_greetings_hello
lovely day isn't it,smalltalk_greetings_hello
hello again,smalltalk_greetings_hello
just going to say hi,smalltalk_greetings_hello
a good day,smalltalk_greetings_hello
afternoon,smalltalk_greetings_hello
hello hi,smalltalk_greetings_hello
heya,smalltalk_greetings_hello
how is your morning so far,smalltalk_greetings_how_are_you
how are you getting on,smalltalk_greetings_how_are_you
how's your day going,smalltalk_greetings_how_are_you
how are you,smalltalk_greetings_how_are_you
is everything all right,smalltalk_greetings_how_are_you
how are you doing,smalltalk_greetings_how_are_you
how are the things going,smalltalk_greetings_how_are_you
are you alright,smalltalk_greetings_how_are_you
are you okay,smalltalk_greetings_how_are_you
how are you feeling,smalltalk_greetings_how_are_you
how are you going,smalltalk_greetings_how_are_you
is everything okay,smalltalk_greetings_how_are_you
how are you today,smalltalk_greetings_how_are_you
how do you do,smalltalk_greetings_how_are_you
how do you feel,smalltalk_greetings_how_are_you
how have you been,smalltalk_greetings_how_are_you
how is it,smalltalk_greetings_how_are_you
how is it going,smalltalk_greetings_how_are_you
how is your day,smalltalk_greetings_how_are_you
how is your day going,smalltalk_greetings_how_are_you
how is your evening,smalltalk_greetings_how_are_you
how was your day,smalltalk_greetings_how_are_you
are you having a good day,smalltalk_greetings_how_are_you
hope your day is going well,smalltalk_greetings_how_are_you
hope you re having a pleasant evening,smalltalk_greetings_how_are_you
how's life,smalltalk_greetings_how_are_you
I'm fine and you,smalltalk_greetings_how_are_you
how is your life,smalltalk_greetings_how_are_you
how has your day been,smalltalk_greetings_how_are_you
how is your morning going,smalltalk_greetings_how_are_you
how has your day been going,smalltalk_greetings_how_are_you
how about you,smalltalk_greetings_how_are_you
how is your day being,smalltalk_greetings_how_are_you
how is your day going on,smalltalk_greetings_how_are_you
how your day is going,smalltalk_greetings_how_are_you
what was your day like,smalltalk_greetings_how_are_you
what about your day,smalltalk_greetings_how_are_you
how's your day,smalltalk_greetings_how_are_you
how are you doing this morning,smalltalk_greetings_how_are_you
how is your day going,smalltalk_greetings_how_are_you
nice to meet you,smalltalk_greetings_nice_to_meet_you
it was nice meeting you,smalltalk_greetings_nice_to_meet_you
it was very nice to meet you,smalltalk_greetings_nice_to_meet_you
good to know each other,smalltalk_greetings_nice_to_meet_you
glad to meet you,smalltalk_greetings_nice_to_meet_you
nice meeting you,smalltalk_greetings_nice_to_meet_you
nice to meet you too,smalltalk_greetings_nice_to_meet_you
pleased to meet you,smalltalk_greetings_nice_to_meet_you
pleasure to meet you,smalltalk_greetings_nice_to_meet_you
pleasure to meet you too,smalltalk_greetings_nice_to_meet_you
it's nice to see you,smalltalk_greetings_nice_to_see_you
lovely to see you,smalltalk_greetings_nice_to_see_you
I'm glad to see you,smalltalk_greetings_nice_to_see_you
great to see you,smalltalk_greetings_nice_to_see_you
it's good to see you,smalltalk_greetings_nice_to_see_you
glad to see you,smalltalk_greetings_nice_to_see_you
how good it is to see you,smalltalk_greetings_nice_to_see_you
always a pleasure to see you,smalltalk_greetings_nice_to_see_you
nice to see you,smalltalk_greetings_nice_to_see_you
good to see you,smalltalk_greetings_nice_to_see_you
great to see you again,smalltalk_greetings_nice_to_see_you
great to see you too,smalltalk_greetings_nice_to_see_you
I am glad to see you again,smalltalk_greetings_nice_to_see_you
nice to see you again,smalltalk_greetings_nice_to_see_you
glad to see you too,smalltalk_greetings_nice_to_see_you
good to see you again,smalltalk_greetings_nice_to_see_you
it's good to see you too,smalltalk_greetings_nice_to_see_you
it's been so nice to talk to you,smalltalk_greetings_nice_to_talk_to_you
it's been a pleasure talking to you,smalltalk_greetings_nice_to_talk_to_you
nice to talk to you,smalltalk_greetings_nice_to_talk_to_you
it's nice to talk to you,smalltalk_greetings_nice_to_talk_to_you
nice talking to you,smalltalk_greetings_nice_to_talk_to_you
it is nice talking to you,smalltalk_greetings_nice_to_talk_to_you
how nice it is to talk to you,smalltalk_greetings_nice_to_talk_to_you
what is on your mind,smalltalk_greetings_whatsup
what's happened,smalltalk_greetings_whatsup
what is up,smalltalk_greetings_whatsup
what's up,smalltalk_greetings_whatsup
whazzup,smalltalk_greetings_whatsup
good what's up,smalltalk_greetings_whatsup
I said what's up,smalltalk_greetings_whatsup
then what's up,smalltalk_greetings_whatsup
what's shaking,smalltalk_greetings_whatsup
wassup,smalltalk_greetings_whatsup
what is going on,smalltalk_greetings_whatsup
what is happening,smalltalk_greetings_whatsup
what's cracking,smalltalk_greetings_whatsup
what's cooking,smalltalk_greetings_whatsup
hey what's up,smalltalk_greetings_whatsup
what's up today,smalltalk_greetings_whatsup
I'm being mad,smalltalk_user_angry
I'm enraged,smalltalk_user_angry
I'm angry,smalltalk_user_angry
I'm furious,smalltalk_user_angry
I am angry with you,smalltalk_user_angry
I am mad,smalltalk_user_angry
I am mad at you,smalltalk_user_angry
I am back,smalltalk_user_back
I'm here again,smalltalk_user_back
here I am again,smalltalk_user_back
I got back,smalltalk_user_back
I came back,smalltalk_user_back
I have returned,smalltalk_user_back
that was boring,smalltalk_user_bored
I'm bored,smalltalk_user_bored
bored,smalltalk_user_bored
boring,smalltalk_user_bored
I am getting bored,smalltalk_user_bored
this is boring,smalltalk_user_bored
very boring,smalltalk_user_bored
it bores me,smalltalk_user_bored
I'm overloaded,smalltalk_user_busy
I have no time,smalltalk_user_busy
I'm busy,smalltalk_user_busy
I'm swamped,smalltalk_user_busy
I got things to do,smalltalk_user_busy
how busy I am,smalltalk_user_busy
I got work to do,smalltalk_user_busy
I'm working,smalltalk_user_busy
I don't have time for this,smalltalk_user_busy
I'm insomnious,smalltalk_user_can_not_sleep
I'm sleepless,smalltalk_user_can_not_sleep
I can't get any sleep,smalltalk_user_can_not_sleep
I can't sleep,smalltalk_user_can_not_sleep
I can't fall asleep,smalltalk_user_can_not_sleep
I can't get to sleep,smalltalk_user_can_not_sleep
I can't get no sleep,smalltalk_user_can_not_sleep
I'm insomniac,smalltalk_user_can_not_sleep
bad time for talking,smalltalk_user_does_not_want_to_talk
I don't want to talk,smalltalk_user_does_not_want_to_talk
let's not talk,smalltalk_user_does_not_want_to_talk
I'm not talking to you anymore,smalltalk_user_does_not_want_to_talk
I don't want to talk to you,smalltalk_user_does_not_want_to_talk
let's stop talking for a minute,smalltalk_user_does_not_want_to_talk
I'm not in the mood for chatting,smalltalk_user_does_not_want_to_talk
I am excited,smalltalk_user_excited
I'm really excited,smalltalk_user_excited
how excited I am,smalltalk_user_excited
I'm thrilled,smalltalk_user_excited
I'm excited about working with you,smalltalk_user_excited
I'm excited to start our friendship,smalltalk_user_excited
let's go to bed,smalltalk_user_going_to_bed
I'd like to go to bed,smalltalk_user_going_to_bed
is it time for bed yet,smalltalk_user_going_to_bed
it's time to go to bed,smalltalk_user_going_to_bed
time for us to go to bed,smalltalk_user_going_to_bed
I'm going to bed,smalltalk_user_going_to_bed
I'm a little tired and I want to go to bed,smalltalk_user_going_to_bed
it's bed time,smalltalk_user_going_to_bed
going to bed now,smalltalk_user_going_to_bed
I am good,smalltalk_user_good
I'm doing just great,smalltalk_user_good
I'm doing fine,smalltalk_user_good
I'm good,smalltalk_user_good
I'm doing good,smalltalk_user_good
I'm great thanks,smalltalk_user_good
I am happy,smalltalk_user_happy
I'm happy to see you,smalltalk_user_happy
happy,smalltalk_user_happy
if you're happy then I'm happy,smalltalk_user_happy
I'm happy for you,smalltalk_user_happy
I'm happy to help,smalltalk_user_happy
I'm happy to see you,smalltalk_user_happy
it is my birthday,smalltalk_user_has_birthday
I'm celebrating my birthday today,smalltalk_user_has_birthday
today is my birthday,smalltalk_user_has_birthday
it's my birthday today,smalltalk_user_has_birthday
I was born today,smalltalk_user_has_birthday
it's my b,smalltalk_user_has_birthday
day,smalltalk_user_has_birthday
I am here,smalltalk_user_here
here I am,smalltalk_user_here
I'm right here,smalltalk_user_here
I'm already here,smalltalk_user_here
can you tell if I'm here or not,smalltalk_user_here
I am joking,smalltalk_user_joking
I'm kidding,smalltalk_user_joking
I'm just being funny,smalltalk_user_joking
it was a joke,smalltalk_user_joking
I was just joking,smalltalk_user_joking
it's a joke,smalltalk_user_joking
joking,smalltalk_user_joking
just kidding,smalltalk_user_joking
kidding,smalltalk_user_joking
I'm just playing with you,smalltalk_user_joking
I like you the way you are,smalltalk_user_likes_agent
I like you,smalltalk_user_likes_agent
I like you a lot,smalltalk_user_likes_agent
I think I like you,smalltalk_user_likes_agent
I liked you,smalltalk_user_likes_agent
like you a lot,smalltalk_user_likes_agent
you are special,smalltalk_user_likes_agent
I like you too,smalltalk_user_likes_agent
I really like you,smalltalk_user_likes_agent
but I like you,smalltalk_user_likes_agent
I like u,smalltalk_user_likes_agent
just like you,smalltalk_user_likes_agent
I like you very much,smalltalk_user_likes_agent
I like you so much,smalltalk_user_likes_agent
yeah I like you,smalltalk_user_likes_agent
you're special,smalltalk_user_likes_agent
yes I like you,smalltalk_user_likes_agent
okay I like you,smalltalk_user_likes_agent
you are special to me,smalltalk_user_likes_agent
you are very special,smalltalk_user_likes_agent
you are so sweet,smalltalk_user_likes_agent
you know I like you,smalltalk_user_likes_agent
that's why I like you,smalltalk_user_likes_agent
I like you baby,smalltalk_user_likes_agent
you are very special to me,smalltalk_user_likes_agent
I just like you,smalltalk_user_likes_agent
hey I like you,smalltalk_user_likes_agent
thank you I like you too,smalltalk_user_likes_agent
I do like you,smalltalk_user_likes_agent
you are special for me,smalltalk_user_likes_agent
no I like you the way you are,smalltalk_user_likes_agent
I like you already,smalltalk_user_likes_agent
well you are special,smalltalk_user_likes_agent
but I really like you,smalltalk_user_likes_agent
I like you more,smalltalk_user_likes_agent
that's what I like about you,smalltalk_user_likes_agent
you are so special,smalltalk_user_likes_agent
hi I like you,smalltalk_user_likes_agent
I really really like you,smalltalk_user_likes_agent
you're very special,smalltalk_user_likes_agent
I like you as a friend,smalltalk_user_likes_agent
that's because you are special,smalltalk_user_likes_agent
I said I like you,smalltalk_user_likes_agent
you're so special,smalltalk_user_likes_agent
good I like you,smalltalk_user_likes_agent
yes you are special,smalltalk_user_likes_agent
I like your smile,smalltalk_user_likes_agent
I like you as you are,smalltalk_user_likes_agent
I'm starting to like you,smalltalk_user_likes_agent
you're awesome I like you,smalltalk_user_likes_agent
I also like you,smalltalk_user_likes_agent
but I like u,smalltalk_user_likes_agent
of course I like you,smalltalk_user_likes_agent
I like you too you're one of my favorite people to chat with,smalltalk_user_likes_agent
but I like you so much,smalltalk_user_likes_agent
really like you,smalltalk_user_likes_agent
you're funny I like you,smalltalk_user_likes_agent
I kinda like you,smalltalk_user_likes_agent
you're so special to me,smalltalk_user_likes_agent
you're very special to me,smalltalk_user_likes_agent
I like that about you,smalltalk_user_likes_agent
but I like you just the way you are,smalltalk_user_likes_agent
okay I like you too,smalltalk_user_likes_agent
I like you you're cool,smalltalk_user_likes_agent
I like you very,smalltalk_user_likes_agent
I like you you're nice,smalltalk_user_likes_agent
sorry I like you,smalltalk_user_likes_agent
thanks I like you too,smalltalk_user_likes_agent
you are really special,smalltalk_user_likes_agent
you are so special to me,smalltalk_user_likes_agent
cuz I like you,smalltalk_user_likes_agent
I like you now,smalltalk_user_likes_agent
I like you so,smalltalk_user_likes_agent
I like you too much,smalltalk_user_likes_agent
I really do like you,smalltalk_user_likes_agent
I really really really really like you,smalltalk_user_likes_agent
I like you just the way you are,smalltalk_user_likes_agent
I am lonely,smalltalk_user_lonely
I'm very lonely,smalltalk_user_lonely
I'm so lonely,smalltalk_user_lonely
I'm really lonely,smalltalk_user_lonely
I am feeling lonely,smalltalk_user_lonely
I feel lonely,smalltalk_user_lonely
what do I look like,smalltalk_user_looks_like
how do I look,smalltalk_user_looks_like
do I look good,smalltalk_user_looks_like
do you know what I look like,smalltalk_user_looks_like
can you see what I look like,smalltalk_user_looks_like
what do you think I look like,smalltalk_user_looks_like
I love you,smalltalk_user_loves_agent
love you,smalltalk_user_loves_agent
I adore you,smalltalk_user_loves_agent
I am in love with you,smalltalk_user_loves_agent
I love you so much,smalltalk_user_loves_agent
I love you too,smalltalk_user_loves_agent
I think I love you,smalltalk_user_loves_agent
loving you,smalltalk_user_loves_agent
you know I love you,smalltalk_user_loves_agent
i love you,smalltalk_user_loves_agent
we love you,smalltalk_user_loves_agent
we are in love with you,smalltalk_user_loves_agent
I miss you,smalltalk_user_misses_agent
missing you,smalltalk_user_misses_agent
miss you,smalltalk_user_misses_agent
already miss you,smalltalk_user_misses_agent
I miss you much,smalltalk_user_misses_agent
I missed you,smalltalk_user_misses_agent
I've missed you,smalltalk_user_misses_agent
what should I do about it,smalltalk_user_needs_advice
any suggestions,smalltalk_user_needs_advice
what do you recommend,smalltalk_user_needs_advice
give me a wise advice,smalltalk_user_needs_advice
I need advice,smalltalk_user_needs_advice
any advice,smalltalk_user_needs_advice
do you have any advice for me,smalltalk_user_needs_advice
advise me,smalltalk_user_needs_advice
what should I do,smalltalk_user_needs_advice
can I ask for your advice,smalltalk_user_needs_advice
can you advise me,smalltalk_user_needs_advice
guide me,smalltalk_user_needs_advice
can you give me advice,smalltalk_user_needs_advice
can you offer any advice,smalltalk_user_needs_advice
give me some advice about,smalltalk_user_needs_advice
give me some good advice,smalltalk_user_needs_advice
